Description	Fen2-15																																																				
EEM type	"Dilution- & Scatter-corrected, Calibrated Data (ppb QSE)"																																																				
Scan date	10/1/2013 13:54																																																				
Excitation	240-500nm by 5nm																																																				
Emission	290-600nm by 2nm																																																				
Calibration	Michael_Fluoromax4_April08 (07-Apr-2008)																																																				
Slit settings	"5nm Excitation, 5nm Emission"																																																				
Dilution	5																																																				
Row 1	Excitation(nm)																																																				
Col 1	Emission(nm)																																																				
Data	Fluorescence(ppb QSE)																																																				
																																																					
	240	245	250	255	260	265	270	275	280	285	290	295	300	305	310	315	320	325	330	335	340	345	350	355	360	365	370	375	380	385	390	395	400	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500
290	0.0064	2.9647	0.7012	0.5168	0.3586	0.2208	0.1043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
292	0.8187	0	0.5988	0.3408	0.197	0.0728	0.117	0.4515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
294	0.4148	0	0	0.1686	0.039	0.2451	0.5786	0.8932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
296	0	0	0.423	0	0.3931	0.7261	1.7009	1.3234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
298	4.8932	0.9016	4.7395	1.7152	0.9045	1.1935	2.7917	1.7402	0.5327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300	3.5544	0.4273	2.6698	3.2215	1.4015	2.3398	3.5223	2.1448	1.0505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
302	9.0954	2.0623	2.3668	3.0307	1.9144	3.5092	3.9694	2.8482	1.5785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
304	9.2169	6.3077	3.6761	1.7353	1.0482	4.6831	4.4179	3.5542	2.1083	0.5215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
306	5.7472	4.4332	3.0651	3.7618	2.6598	5.8585	5.1439	4.1702	2.6386	1.0443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
308	9.4662	3.4625	0	1.6994	4.0123	7.0337	5.8687	4.6949	3.1151	1.5675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
310	11.1684	10.6517	7.277	4.2959	5.6193	5.4497	6.5947	5.2204	3.5924	2.0916	0.5619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
312	4.0097	11.6854	9.0759	3.5882	4.1983	6.1868	7.2776	5.6593	4.0635	2.6006	1.1178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
314	12.2465	9.7901	8.0135	4.6125	5.7165	6.4883	7.953	6.0933	4.5471	3.149	1.6678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316	7.3123	9.3061	9.5734	7.6251	6.4734	6.7894	7.8023	6.5007	5.0085	3.6791	2.2046	0.4703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
318	14.7844	11.8045	10.8207	7.0155	5.7254	6.6587	8.1202	6.8768	5.4858	4.1707	2.7225	0.9292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
320	12.7507	12.9311	7.2313	7.2514	8.1167	6.8996	8.6986	7.2417	5.95	4.6348	2.9296	1.3768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
322	16.9195	10.8213	6.9095	8.4256	8.2767	6.7597	8.384	8.3169	6.3713	5.0625	3.1162	1.8047	0.476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324	14.6664	13.7389	10.5861	10.0159	7.0853	7.4033	9.1946	7.3207	6.7745	5.1973	3.3904	2.2169	0.9356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
326	19.0105	11.6421	10.4307	11.8189	7.7726	7.4433	8.9476	9.8646	7.1565	5.3219	3.7456	2.6495	1.3781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
328	17.568	11.7021	12.3735	10.2064	8.6855	8.3279	9.3214	8.5867	7.8019	5.436	4.0836	3.0634	1.803	0.4577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
330	14.9528	16.2103	15.0322	9.5065	8.8703	8.1487	10.1965	9.619	8.2862	5.5418	4.44	3.4476	2.2107	0.898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
332	18.2002	18.1838	12.5572	11.5155	8.9811	8.8801	8.9027	9.7287	8.2516	5.579	4.7283	3.7622	2.5863	1.3065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
334	18.7901	15.7095	11.3938	9.7105	9.8058	7.8891	8.3158	8.5305	8.6415	7.1375	4.9904	4.0508	2.9345	1.6882	0.4578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
336	18.8382	17.7192	16.0655	10.9151	7.6059	8.9935	8.0747	9.057	8.4534	7.4598	5.2317	4.3298	3.2545	2.0449	0.8873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
338	20.789	16.7708	14.5147	9.9874	9.2133	8.4464	8.4986	8.433	8.4192	7.5087	5.4533	4.5877	3.548	2.4735	1.2898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340	18.9089	14.3864	14.0741	11.5674	10.3423	9.5973	9.857	8.608	8.6553	7.3891	6.0598	4.8206	3.8163	2.8707	1.6648	0.5412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
342	19.5047	16.4369	12.8131	12.1805	9.1187	9.2916	9.951	9.6512	8.758	7.313	6.9942	5.0557	4.171	3.2241	2.0234	1.0523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
344	18.5055	17.2164	13.7092	12.3468	10.9387	10.0042	10.1977	9.0833	8.7594	8.4216	6.5765	5.2698	4.4994	3.5237	2.7065	1.5336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
346	19.654	21.2274	15.0251	11.8744	11.151	9.5968	9.4656	9.0054	9.9552	9.2489	7.7342	6.1184	4.8141	3.8102	3.355	1.99	0.5177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
348	25.3515	20.291	14.6828	13.7756	10.8182	10.0654	10.5739	9.8833	9.3508	9.3953	8.6824	6.8954	5.1185	4.4154	3.8645	2.4255	1.0096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
350	27.0169	22.558	16.4688	12.8342	12.0751	12.3175	12.2905	10.1318	10.2901	9.226	8.7583	7.6965	5.4012	4.9848	4.2364	2.8552	1.4757	0.1988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
352	27.1899	22.2631	16.7716	13.6465	12.173	11.3707	11.4445	10.9207	10.4774	9.367	9.4058	8.5138	7.4176	5.5195	4.5845	3.2596	1.9164	0.5718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
354	22.4764	21.1234	17.7318	15.1324	13.1719	11.3732	10.7901	10.8059	10.785	10.7259	9.4683	8.7376	7.4913	6.0187	4.9259	3.6385	2.5637	1.4574	0.4012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
356	22.9882	23.2141	18.5598	16.1449	13.8819	11.9084	11.9184	11.4093	11.5787	10.8727	10.1837	9.2917	8.2401	6.5046	5.4855	4.4586	3.3806	2.3015	1.325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
358	27.0951	20.6419	19.3429	16.5027	14.7429	12.3873	12.4676	11.7725	11.5784	11.2924	10.5778	10.0927	8.8913	7.488	6.2536	5.2524	4.1106	3.1133	2.158	0.5319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
360	23.4728	27.0536	18.2719	18.2426	14.8553	13.5449	12.1563	12.368	11.8892	11.9395	10.9324	11.1829	9.9863	8.9117	6.9832	5.9506	4.8057	3.8877	2.8933	1.4052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
362	30.3397	23.8312	23.5187	17.2819	16.0147	14.6672	13.448	12.4217	12.4805	12.2813	11.6203	10.7579	10.6392	9.9056	7.7286	6.6314	5.5601	4.6928	3.6193	2.1327	0.4478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
364	29.6103	26.7103	23.3309	19.0118	16.1203	14.1532	14.0117	13.027	13.2248	13.1408	12.7025	12.1367	11.1114	10.4224	8.8273	7.2881	6.2886	5.541	4.3212	2.9486	1.341	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
366	29.9301	26.9527	25.639	20.0396	16.6578	14.9883	14.905	14.0534	13.5582	13.3894	13.5731	12.4013	11.93	11.3575	10.0359	7.9272	7.066	6.3653	5.0034	3.6307	1.9	0.5239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
368	30.7502	27.1388	25.475	21.8638	19.0614	16.4553	16.2445	14.4207	14.7718	13.9588	13.5078	13.07	12.6793	11.5911	11.103	8.5507	7.8572	7.0131	5.6623	4.2943	2.8299	0.9233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
370	33.3057	30.0404	26.2101	21.1847	18.9393	17.489	16.2869	15.5196	14.471	14.7586	14.3702	14.0971	13.8582	13.2275	12.022	10.588	8.6224	7.6392	6.2895	4.937	3.5831	1.6998	0.4977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
372	36.8354	31.4664	26.6988	23.1397	19.7441	17.5577	17.4546	16.4108	16.7004	15.6284	14.99	14.9529	14.8674	14.3929	13.0422	11.5875	9.4095	8.2758	6.931	5.7707	4.2903	2.4057	1.0699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
